spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
off_axis,D,34,1.000000,0.971378,0.825029,0.971378
off_axis,Z,35,0.000000,0.720925,0.825029,0.971378
off_axis,A,35,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,35,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,35,0.821324,0.945229,0.825029,0.971378
off_axis,D,35,1.000000,0.971378,0.825029,0.971378
off_axis,Z,36,0.000000,0.782065,0.825029,0.971378
off_axis,A,36,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,36,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,36,0.821324,0.945229,0.825029,0.971378
off_axis,D,36,1.000000,0.971378,0.825029,0.971378
off_axis,Z,37,0.000000,0.806395,0.825029,0.971378
off_axis,A,37,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,37,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,37,0.821324,0.945229,0.825029,0.971378
off_axis,D,37,1.000000,0.971378,0.825029,0.971378
off_axis,Z,38,0.306473,0.869881,0.825029,0.971378
off_axis,A,38,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,38,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,38,0.821324,0.945229,0.825029,0.971378
off_axis,D,38,1.000000,0.971378,0.825029,0.971378
off_axis,Z,39,0.000000,0.669533,0.825029,0.971378
off_axis,A,39,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,39,0.821324,0.945229,0.825029,0.971378
off_axis,C_PP,39,0.821324,0.945229,0.825029,0.971378
off_axis,D,39,1.000000,0.971378,0.825029,0.971378
off_axis,Z,40,0.000000,0.720925,0.825029,0.971378
off_axis,A,40,0.821324,0.945229,0.825029,0.971378
off_axis,C_CN,40,0.821324,0.945229,0.825029,0.971378
