spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
centrist,D,43,1.000000,1.055062,0.840460,1.055062
centrist,Z,44,-0.564372,0.719344,0.840460,1.055062
centrist,A,44,0.256647,0.895537,0.840460,1.055062
centrist,C_CN,44,0.083081,0.858289,0.840460,1.055062
centrist,C_PP,44,0.197889,0.882927,0.840460,1.055062
centrist,D,44,1.000000,1.055062,0.840460,1.055062
centrist,Z,45,-0.036964,0.832527,0.840460,1.055062
centrist,A,45,0.138670,0.870219,0.840460,1.055062
centrist,C_CN,45,0.213855,0.886353,0.840460,1.055062
centrist,C_PP,45,0.213855,0.886353,0.840460,1.055062
centrist,D,45,1.000000,1.055062,0.840460,1.055062
centrist,Z,46,-0.373280,0.760353,0.840460,1.055062
centrist,A,46,0.051330,0.851475,0.840460,1.055062
centrist,C_CN,46,0.250861,0.894295,0.840460,1.055062
centrist,C_PP,46,0.250861,0.894295,0.840460,1.055062
centrist,D,46,1.000000,1.055062,0.840460,1.055062
centrist,Z,47,0.006069,0.841762,0.840460,1.055062
centrist,A,47,0.166920,0.876281,0.840460,1.055062
centrist,C_CN,47,0.166920,0.876281,0.840460,1.055062
centrist,C_PP,47,0.166920,0.876281,0.840460,1.055062
centrist,D,47,1.000000,1.055062,0.840460,1.055062
centrist,Z,48,0.043702,0.849838,0.840460,1.055062
centrist,A,48,0.290059,0.902707,0.840460,1.055062
centrist,C_CN,48,0.290059,0.902707,0.840460,1.055062
centrist,C_PP,48,0.290059,0.902707,0.840460,1.055062
centrist,D,48,1.000000,1.055062,0.840460,1.055062
centrist,Z,49,-0.247012,0.787450,0.840460,1.055062
centrist,A,49,0.182507,0.879626,0.840460,1.055062
centrist,C_CN,49,0.132187,0.868827,0.840460,1.055062
centrist,C_PP,49,0.182507,0.879626,0.840460,1.055062
centrist,D,49,1.000000,1.055062,0.840460,1.055062
off_axis,Z,0,0.092123,0.852703,0.840460,0.973362
off_axis,A,0,0.092123,0.852703,0.840460,0.973362
off_axis,C_CN,0,0.266154,0.875832,0.840460,0.973362
off_axis,C_PP,0,0.266154,0.875832,0.840460,0.973362
off_axis,D,0,1.000000,0.973362,0.840460,0.973362
off_axis,Z,1,0.354424,0.887563,0.840460,0.973362
off_axis,A,1,0.258770,0.874851,0.840460,0.973362
off_axis,C_CN,1,0.258770,0.874851,0.840460,0.973362
off_axis,C_PP,1,0.258770,0.874851,0.840460,0.973362
off_axis,D,1,1.000000,0.973362,0.840460,0.973362
off_axis,Z,2,0.215264,0.869069,0.840460,0.973362
off_axis,A,2,0.162420,0.862046,0.840460,0.973362
off_axis,C_CN,2,0.215264,0.869069,0.840460,0.973362
off_axis,C_PP,2,0.215264,0.869069,0.840460,0.973362
off_axis,D,2,1.000000,0.973362,0.840460,0.973362
off_axis,Z,3,-0.071711,0.830929,0.840460,0.973362
off_axis,A,3,0.134149,0.858288,0.840460,0.973362
off_axis,C_CN,3,0.262045,0.875286,0.840460,0.973362
off_axis,C_PP,3,0.134149,0.858288,0.840460,0.973362
off_axis,D,3,1.000000,0.973362,0.840460,0.973362
off_axis,Z,4,-0.329458,0.796674,0.840460,0.973362
off_axis,A,4,0.314253,0.882225,0.840460,0.973362
off_axis,C_CN,4,0.346358,0.886491,0.840460,0.973362
off_axis,C_PP,4,0.346358,0.886491,0.840460,0.973362
off_axis,D,4,1.000000,0.973362,0.840460,0.973362
off_axis,Z,5,0.341668,0.885868,0.840460,0.973362
off_axis,A,5,0.341668,0.885868,0.840460,0.973362
off_axis,C_CN,5,0.404076,0.894162,0.840460,0.973362
off_axis,C_PP,5,0.404076,0.894162,0.840460,0.973362
off_axis,D,5,1.000000,0.973362,0.840460,0.973362
off_axis,Z,6,-0.341636,0.795055,0.840460,0.973362
off_axis,A,6,0.473243,0.903355,0.840460,0.973362
off_axis,C_CN,6,0.473243,0.903355,0.840460,0.973362
off_axis,C_PP,6,0.473243,0.903355,0.840460,0.973362
off_axis,D,6,1.000000,0.973362,0.840460,0.973362
off_axis,Z,7,-0.394616,0.788014,0.840460,0.973362
off_axis,A,7,0.088871,0.852271,0.840460,0.973362
off_axis,C_CN,7,0.088871,0.852271,0.840460,0.973362
off_axis,C_PP,7,-0.305336,0.799880,0.840460,0.973362
off_axis,D,7,1.000000,0.973362,0.840460,0.973362
off_axis,Z,8,-0.045492,0.834414,0.840460,0.973362
off_axis,A,8,0.235331,0.871736,0.840460,0.973362
off_axis,C_CN,8,0.235331,0.871736,0.840460,0.973362
off_axis,C_PP,8,0.155890,0.861178,0.840460,0.973362
off_axis,D,8,1.000000,0.973362,0.840460,0.973362
off_axis,Z,9,-0.055541,0.833078,0.840460,0.973362
off_axis,A,9,0.482482,0.904583,0.840460,0.973362
off_axis,C_CN,9,0.482482,0.904583,0.840460,0.973362
off_axis,C_PP,9,0.482482,0.904583,0.840460,0.973362
off_axis,D,9,1.000000,0.973362,0.840460,0.973362
off_axis,Z,10,0.025661,0.843870,0.840460,0.973362
off_axis,A,10,0.511060,0.908381,0.840460,0.973362
off_axis,C_CN,10,0.680654,0.930920,0.840460,0.973362
off_axis,C_PP,10,0.680654,0.930920,0.840460,0.973362
off_axis,D,10,1.000000,0.973362,0.840460,0.973362
off_axis,Z,11,-0.324043,0.797394,0.840460,0.973362
off_axis,A,11,0.384072,0.891504,0.840460,0.973362
off_axis,C_CN,11,0.384072,0.891504,0.840460,0.973362
off_axis,C_PP,11,0.384072,0.891504,0.840460,0.973362
off_axis,D,11,1.000000,0.973362,0.840460,0.973362
off_axis,Z,12,-0.272063,0.804302,0.840460,0.973362
off_axis,A,12,0.370574,0.889710,0.840460,0.973362
