sha,files,py_files,test_files,py_loc,a_added,a_deleted,a_py_added,a_py_deleted,a_py_ins,a_py_del
b479d1519b1de290cbf751f0043c72d6f430dc85,41,22,5,4688,0,0,0,0,6,5
56d151865665ed7a752fc89d80083757ca9a9941,43,22,5,4688,2,0,0,0,0,0
1047ac21a4b7ebc598fdaa999213d97be0e863ff,43,22,5,4842,0,0,0,0,169,15
788bfcb578fe1d85390bab03b1c99b714e4990ef,43,22,5,4842,0,0,0,0,0,0
416c662d36e5b28f460bdbab8c06c9bb07a07ee5,43,22,5,4843,0,0,0,0,2,1
19ea87e21f3ae7cf7f6d03742004dd0ae52c0d13,43,22,5,4844,0,0,0,0,2,1
d9c296477f4ac1ee481fca3488c67f66b85d2b5b,43,22,5,4846,0,0,0,0,3,1
9d7ccc3dfa1a7c37c8e9c48300f36e3466ee4342,43,22,5,4873,0,0,0,0,63,36
3a873f99c6ca5fdbceb6df03fdc5280da6012523,43,22,5,4873,0,0,0,0,0,0
1104d07e03d91db1a0cef9489d9f11ceed0fa8bf,43,22,5,4877,0,0,0,0,8,4
0464e8aaeb569981a7ba6d31803d256fbf328de9,43,22,5,4880,0,0,0,0,4,1
a379e330d013cf5f7cec8e9460d1d5e03b543444,43,22,5,4880,0,0,0,0,1,1
e18f20497b4253e21174d4114b22559db3f612ec,43,22,5,4877,0,0,0,0,8,11
f75e6ce824893c77addb846ca7de0ed839c95234,43,22,5,4879,0,0,0,0,5,3
67218e9606f19daf0bc7e225bc65525a4493e5ac,43,22,5,4886,0,0,0,0,28,21
76fe2117211efc3feae47d82c5ccaeaeefdc4b03,43,22,5,4890,0,0,0,0,6,2
01f9aa1973336b176a0148e5a525f230b7196f53,44,23,5,5001,1,0,1,0,140,29
c1d56bf27dcc91303d06e81ef2c8ed41d1346364,44,23,5,5028,0,0,0,0,35,8
7a8f39eeb95698592cfd05692902ab7b05c9dfd4,44,23,5,5037,0,0,0,0,22,13
0b4c90b073d080a366f1d7e2e3646ac611d9e055,44,23,5,5037,0,0,0,0,0,0
e758e9c23777e687d7afa7ac39b127fa09d4c1b2,44,23,5,5037,0,0,0,0,3,3
6c70567cbaed2090d48112f2833ec21e289f5623,44,23,5,5037,0,0,0,0,0,0
6b1a135ca878509237f2fa0092572bfb578c089b,44,23,5,5042,0,0,0,0,7,2
